"","participantId","id","block","break","instr","questionnaire","feedback","practice","obsacc","agree","step","advisorId","choice","advisorPolitics","advisorPoliticsQ","taskType","cj1","cj2","cor","cor1","cor2","choiceDecision","choiceTime","estim.obsacc","int1","int2","offset.speech","offsetstim","onsetstim","time.responseStart1","time.responseStart2","time.response1","time.response2","time.startTrial","time.endTrial","tmissed.offset1","tmissed.onset1","qanswers","wherelarger","wheredots","dotdifference","time.starttrial","endTime","advice.order","whichspeech","onsetobsspeech","onsetobs","tmissed.onset2","offsetobs","tmissed.offset2","hasChoice","adviceType","shift","influence"
"34",1,
