"","participantId","nominalParticipantId","name","gender","age","restarted","date","start.time.year","start.time.month","start.time.day","start.time.hour","start.time.minute","start.time.second","screen","computer","os","debug","short.mode","stimulus.response.interval","response.stimulus.interval.1","response.stimulus.interval.2","initial.dot.difference","fixation.pre.flicker.time","fixation.flicker.time","fixation.post.flicker.time","rng.code","trialCount","proportionCorrect","proportionCorrectFinal","aicPickCount","aiuPickCount","aicPickRate","aicPickCount.correct","aiuPickCount.correct","aicPickRate.correct","aicPickCount.lowConf","aiuPickCount.lowConf","aicPickRate.lowConf","aicPickCount.medConf","aiuPickCount.medConf","aicPickRate.medConf","aicPickCount.highConf","aiuPickCount.highConf","aicPickRate.highConf","agreeCount","disagreeCount","aicAgreeCount","aiuAgreeCount","agreeChoice","agreeForced","aicAgreeChoice","aiuAgreeChoice","aicAgreeForced","aiuAgreeForced","aicAgree.lowConf","aiuAgree.lowConf","aicAgree.medConf","aiuAgree.medConf","aicAgree.highConf","aiuAgree.highConf","influence","influence.sd","aicInfluence","aicInfluence.sd","aiuInfluence","aiuInfluence.sd","forcedInfluence","forcedInfluence.sd","choiceInfluence","choiceInfluence.sd","agreeInfluence","agreeInfluence.sd","disagreeInfluence","disagreeInfluence.sd","aicForcedInfluence","aicForcedInfluence.sd","aiuForcedInfluence","aiuForcedInfluence.sd","aicChoiceInfluence","aicChoiceInfluence.sd","aiuChoiceInfluence","aiuChoiceInfluence.sd","aicAgreeInfluence","aicAgreeInfluence.sd","aiuAgreeInfluence","aiuAgreeInfluence.sd","aicAgreeChoiceInfluence","aicAgreeChoiceInfluence.sd","aiuAgreeChoiceInfluence","aiuAgreeChoiceInfluence.sd","aicAgreeForcedInfluence","aicAgreeForcedInfluence.sd","aiuAgreeForcedInfluence","aiuAgreeForcedInfluence.sd","aicDisagreeInfluence","aicDisagreeInfluence.sd","aiuDisagreeInfluence","aiuDisagreeInfluence.sd","aicDisagreeChoiceInfluence","aicDisagreeChoiceInfluence.sd","aiuDisagreeChoiceInfluence","aiuDisagreeChoiceInfluence.sd","aicDisagreeForcedInfluence","aicDisagreeForcedInfluence.sd","aiuDisagreeForcedInfluence","aiuDisagreeForcedInfluence.sd","influence.medConf","influence.medConf.sd","aicInfluence.medConf","aicInfluence.medConf.sd","aiuInfluence.medConf","aiuInfluence.medConf.sd","forcedInfluence.medConf","forcedInfluence.medConf.sd","choiceInfluence.medConf","choiceInfluence.medConf.sd","aicForcedInfluence.medConf","aicForcedInfluence.medConf.sd","aiuForcedInfluence.medConf","aiuForcedInfluence.medConf.sd","aicChoiceInfluence.medConf","aicChoiceInfluence.medConf.sd","aiuChoiceInfluence.medConf","aiuChoiceInfluence.medConf.sd","aicAgreeInfluence.medConf","aicAgreeInfluence.medConf.sd","aiuAgreeInfluence.medConf","aiuAgreeInfluence.medConf.sd","aicAgreeChoiceInfluence.medConf","aicAgreeChoiceInfluence.medConf.sd","aiuAgreeChoiceInfluence.medConf","aiuAgreeChoiceInfluence.medConf.sd","aicAgreeForcedInfluence.medConf","aicAgreeForcedInfluence.medConf.sd","aiuAgreeForcedInfluence.medConf","aiuAgreeForcedInfluence.medConf.sd","aicDisagreeInfluence.medConf","aicDisagreeInfluence.medConf.sd","aiuDisagreeInfluence.medConf","aiuDisagreeInfluence.medConf.sd","aicDisagreeChoiceInfluence.medConf","aicDisagreeChoiceInfluence.medConf.sd","aiuDisagreeChoiceInfluence.medConf","aiuDisagreeChoiceInfluence.medConf.sd","aicDisagreeForcedInfluence.medConf","aicDisagreeForcedInfluence.medConf.sd","aiuDisagreeForcedInfluence.medConf","aiuDisagreeForcedInfluence.medConf.sd","excluded","deviance","deviance.sd","aic.agreement.block1","aiu.agreement.block1","aic.agreement.block1.superiority"
"11",11,"19","19","f",27,NA,"13-Mar-2018",2018,3,13,13,11,18.218,0,"PCWIN64","Windows_NT",0,0,0.2,1,1,20,0.5,0.1,0.05,208127.4,313,0.70926517571885,3.72222222222222,39,57,0.40625,30,42,0.416666666666667,9,20,0.310344827586207,11,9,0.55,10,13,0.434782608695652,166,122,72,94,61,105,24,37,48,57,19,33,22,27,22,20,1.81597222222222,5.56971856606319,1.68148148148148,4.51143133763629,1.93464052287582,6.37188851066106,1.94791666666667,5.98579433800507,1.55208333333333,4.64501949838221,0.674698795180723,2.85872798046641,3.36885245901639,7.63008488592896,1.48958333333333,4.31153847658672,2.40625,7.28166858408298,1.14035087719298,4.38519667457307,1.14035087719298,4.38519667457307,1.01388888888889,3.578075080718,0.414893617021277,2.13727579830572,0.958333333333333,3.56893805502137,0.72972972972973,3.15038488520449,1.04166666666667,3.62002899561288,0.210526315789474,1.04773296259221,2.44444444444444,5.31212179762772,4.35593220338983,9.4536304135144,4.06666666666667,6.36358688910885,1.9,6.07756876598391,1.9375,4.9050831211644,5.61538461538461,10.6366184392345,1.96,7.2734987305824,0.0833333333333333,0.554204706893452,3.69230769230769,9.81447332461993,2.56363636363636,8.40582610205044,0.3,1.12857618729367,0.12,0.665832811847939,4.6,11.0347413762797,0.666666666666667,1.6583123951777,0.666666666666667,1.6583123951777,0.181818181818182,0.664498639244989,0.185185185185185,1.00142348826508,0,0,0.857142857142857,1.86445447147161,0.307692307692308,0.85485041426511,-0.05,0.223606797749979,-0.0714285714285714,0.267261241912424,11.5833333333333,15.240247751108,0,0,0,0,-0.0833333333333333,0.288675134594813,13.9,15.7511904312023,FALSE,0.177083333333333,0.135453083681354,0.272727272727273,0.692307692307692,-0.41958041958042
"12",12,"2","2","f",18,NA,"06-Feb-2018",2018,2,6,18,28,11.869,0,"PCWIN64","Windows_NT",0,0,0.2,1,1,20,0.5,0.1,0.05,208903.5,313,0.693290734824281,3.85185185185185,48,48,0.5,34,37,0.47887323943662,10,10,0.5,13,13,0.5,11,14,0.44,165,123,82,83,64,101,31,33,51,50,19,29,27,22,20,19,6.06944444444444,11.7791244965961,6.27777777777778,10.7965576257276,5.86111111111111,12.7205637773152,6.671875,12.123778747802,4.86458333333333,11.0201917947458,0.939393939393939,3.0657370293112,12.9512195121951,15.1797177334696,6.6875,11.3232992216561,6.65625,12.9345137031449,4.27083333333333,12.2591513074985,4.27083333333333,12.2591513074985,1.10975609756098,3.46412334610954,0.771084337349398,2.62411565221792,1,3.47371079203014,0.333333333333333,1.31497781983829,1.17647058823529,3.49116532036477,1.06,3.19061122670876,13.1129032258065,13.1885504724459,12.7868852459016,17.0773873432075,13.5882352941176,12.0885215366138,12.9333333333333,19.5866815780033,12.9333333333333,13.7069988758232,12.7391304347826,16.4160284581309,2.95890410958904,7.2999968724582,3.35135135135135,9.03147648879006,2.55555555555556,5.0395263067897,2.91489361702128,7.75110030684015,3.03846153846154,6.551218324744,2.91666666666667,9.42668122090589,2.91304347826087,5.72008457882686,1.92307692307692,3.66200169446389,1.92307692307692,3.66200169446389,0.222222222222222,0.751067616198811,0.0454545454545455,0.375090176747726,0.5,0.97182531580755,0.1,0.567646212197547,0.0588235294117647,0.555718930226211,0,0,11.8,14.6954263482063,6.5,6.38206621955376,16.3333333333333,12.0968315410827,8,2.64575131106459,9.85714285714286,16.1392747816062,6.09090909090909,7.1197548476692,FALSE,0.0625,0.0842749828079053,0.454545454545455,0.461538461538462,-0.00699300699300703
"13",13,"20","20","f",18,NA,"13-Mar-2018",2018,3,13,14,3,35.717,0,"PCWIN64","Windows_NT",0,0,0.2,1,1,20,0.5,0.1,0.05,209406.7,313,0.654952076677316,3.7962962962963,55,41,0.572916666666667,39,27,0.590909090909091,11,7,0.611111111111111,17,9,0.653846153846154,11,11,0.5,154,134,79,75,55,99,35,20,44,55,20,19,24,25,19,19,5.54861111111111,5.47510025505856,6.74172185430464,6.28061947704624,4.23357664233577,4.05343495170278,5.390625,5.18238211868671,5.86458333333333,6.03432251753368,5.50649350649351,2.96658240296007,5.59701492537313,7.38635136661219,6.29166666666667,5.98931797657808,4.48958333333333,4.06006168391479,3.63414634146341,4.02340712307974,3.63414634146341,4.02340712307974,5.21518987341772,2.87192817421412,5.81333333333333,3.0522182156648,5.25714285714286,2.67166897763372,6.25,3.56702736329935,5.18181818181818,3.05205022416482,5.65454545454545,2.86238816257788,8.41666666666667,8.29686857609629,2.32258064516129,4.30696802390771,11.5,9.5062306437742,1.14285714285714,2.6322179675269,7.23076923076923,7.55013409727786,2.92682926829268,4.87026818513334,5.34782608695652,3.39474545072113,5.54545454545455,3.2024493467004,5.16666666666667,3.5976182597459,4.81395348837209,3.3541432370917,6.23076923076923,3.33835519150006,4.6875,3.21908372056397,4.88888888888889,3.48991220226056,6,4,6,4,6.16666666666667,2.61545019263318,6.6,3.08220700148449,6.53846153846154,2.87562702192596,7.71428571428571,2.42997158517582,5.72727272727273,2.32769882462956,6.16666666666667,3.25847311770767,3.88888888888889,4.13655788199695,1.90909090909091,2.38556263613201,5.75,4.03112887414927,0,0,2.4,3.97492138287036,2.33333333333333,2.44948974278318,FALSE,0.135416666666667,0.135453083681354,0.454545454545455,0.692307692307692,-0.237762237762238
"14",14,"21","21","f",22,NA,"13-Mar-2018",2018,3,13,15,14,21.832,0,"PCWIN64","Windows_NT",0,0,0.2,1,1,20,0.5,0.1,0.05,209094.9,313,0.722044728434505,3.92592592592593,11,85,0.114583333333333,7,61,0.102941176470588,2,17,0.105263157894737,3,28,0.0967741935483871,2,16,0.111111111111111,176,112,58,118,59,117,5,54,53,64,15,35,15,42,18,23,8.54166666666667,11.2688865855527,4.86915887850467,9.56811145592536,10.7127071823204,11.6535785570787,7.11458333333333,10.2583076195906,11.3958333333333,12.6378538873178,3.67045454545455,5.53373362136341,16.1964285714286,13.5392916935274,4.57291666666667,9.66245560122343,9.65625,10.2544759161934,11.9058823529412,13.0142993970293,11.9058823529412,13.0142993970293,-0.0689655172413793,3.22741583099521,5.50847457627119,5.51260523315547,2.4,3.36154726279432,5.01851851851852,4.92774486574891,-0.30188679245283,3.14755647386482,5.921875,5.96897983227413,10.7142857142857,11.2008184224785,20.4603174603175,13.7416548245453,11.6666666666667,9.72967967955095,23.9032258064516,14.0436339995736,10.5813953488372,11.4875347725046,17.125,12.7854504001808,7.17073170731707,10.4890358723797,3.08695652173913,6.20786190303188,8.76271186440678,11.3947038257962,5.49019607843137,9.58826897624302,9.93548387096774,11.4511585552757,1.85,4.88041197570775,7.83870967741935,11.1178438383035,9.78571428571429,11.8113477854111,9.78571428571429,11.8113477854111,-0.2,2.85857107160703,3.66666666666667,3.97962289343899,1,NA,4.3,3.97492138287036,-0.285714285714286,2.94640775883425,3.09090909090909,3.98699183546993,9.25,6.18177043526252,21.3529411764706,13.91016344472,16.5,0.707106781186548,23.5,13.9386410487434,6.83333333333333,5.03653319920227,19.4444444444444,14.4318321005262,FALSE,0.385416666666667,0.0835697404276902,0.333333333333333,0.733333333333333,-0.4
"15",15,"22","22","m",18,NA,"13-Mar-2018",2018,3,13,16,16,41.972,0,"PCWIN64","Windows_NT",0,0,0.2,1,1,20,0.5,0.1,0.05,211411.1,313,0.702875399361022,3.72222222222222,55,41,0.572916666666667,38,25,0.603174603174603,13,6,0.684210526315789,12,13,0.48,13,6,0.684210526315789,161,127,83,78,50,111,26,24,57,54,21,19,29,25,23,20,2.70486111111111,6.35695267934269,2.60927152317881,7.08987400916149,2.81021897810219,5.46046330548238,2.25520833333333,6.22547325380624,3.60416666666667,6.55258754300711,1.52173913043478,6.29591827746531,4.20472440944882,6.13646217123536,1.86458333333333,6.78329184434918,2.64583333333333,5.62134871747953,3.19512195121951,5.10988998020076,3.19512195121951,5.10988998020076,0.602409638554217,6.70991214190626,2.5,5.70429321116657,1.23076923076923,6.77824574536918,2.45833333333333,4.50100632870189,0.315789473684211,6.71926307273361,2.51851851851852,6.20328805307813,5.05882352941176,6.80842838713324,3.22033898305085,5.13966252954336,6.31034482758621,7.36838540307684,4.23529411764706,5.84732216237384,4.12820512820513,6.29611194635432,2.80952380952381,4.84006699831725,2.15384615384615,6.50290029815253,0.666666666666667,7.4598339664511,3.64102564102564,5.04968565716395,1.9622641509434,6.872358972868,2.56,5.75239080730786,-0.037037037037037,7.61820431840975,4.03846153846154,5.39244485724811,2.84615384615385,4.37504578730619,2.84615384615385,4.37504578730619,-0.517241379310345,7.7580404818631,3.84,5.36718424005238,-1.16666666666667,7.1670542530852,2.875,4.18969825030054,-0.347826086956522,8.04876442043449,4.29411764705882,5.90301518169267,4.1,5.48634668973808,3.28571428571429,4.59813626840888,5.66666666666667,5.75036230742609,2.8,5.16720427310553,1.75,4.78713553878169,3.55555555555556,4.55826477705911,FALSE,0.09375,0.0776976950635076,0.461538461538462,0.363636363636364,0.0979020979020979
"16",16,"23","23","f",24,NA,"14-Mar-2018",2018,3,14,14,4,35.453,0,"PCWIN64","Windows_NT",0,0,0.2,1,1,20,0.5,0.1,0.05,209686,313,0.68370607028754,3.88888888888889,60,36,0.625,45,27,0.625,14,8,0.636363636363636,20,17,0.540540540540541,11,2,0.846153846153846,157,131,93,64,55,102,38,17,55,47,23,16,38,30,19,9,10.0381944444444,17.9251813087513,10.0064102564103,18.1084534865837,10.0757575757576,17.7749378466489,10.1875,18.2787104726921,9.73958333333333,17.2865903561214,0.121019108280255,0.644009062598855,21.9236641221374,21.159692567423,10.2604166666667,18.8876148736159,10.1145833333333,17.7478655746583,9.97222222222222,18.0989125342004,9.97222222222222,18.0989125342004,0.161290322580645,0.81147105523998,0.0625,0.243975018237133,0.263157894736842,1.08264467296937,0,0,0.0909090909090909,0.553531667023041,0.0851063829787234,0.282056672846969,24.5396825396825,21.4196363006572,19.5,20.7792232627446,25.7272727272727,19.324748056466,18.8947368421053,21.424012324809,23.9024390243902,22.6691474013126,19.734693877551,20.745255994046,4.35789473684211,13.4036481136577,3.68,12.6788269591956,5.11111111111111,14.2720677966411,2.60344827586207,10.5696348509891,7.10810810810811,16.7178942450294,3.2,12.2795035280972,1.96428571428571,8.54826013424669,10.2941176470588,19.7729762108615,10.2941176470588,19.7729762108615,0,0,0,0,0,0,0,0,0,0,0,0,15.3333333333333,22.8287431794112,15.3333333333333,21.7310399023631,22,25.4165300542777,21.875,24.5789544122609,12,22.4499443206436,7.85714285714286,16.5773798837308,FALSE,0.145833333333333,0.16713948085538,0.5,0.6,-0.1
"17",17,"25","25","f",24,NA,"16-Mar-2018",2018,3,16,19,1,53.049,0,"PCWIN64","Windows_NT",0,0,0.2,1,1,20,0.5,0.1,0.05,211622.4,313,0.642172523961661,4.07407407407407,79,17,0.822916666666667,60,8,0.882352941176471,25,2,0.925925925925926,15,4,0.789473684210526,20,2,0.909090909090909,169,119,102,67,56,113,48,8,54,59,31,24,24,25,31,10,13.6527777777778,6.27735207324637,14.0114285714286,6.58715972440408,13.0973451327434,5.74916857617863,13.640625,5.97122380617705,13.6770833333333,6.88169928780089,12.9349112426036,5.02510603043112,14.672268907563,7.62256823540118,14.25,6.17976323852383,13.03125,5.72244541948172,13.4705882352941,6.06339062590832,13.4705882352941,6.06339062590832,13.8627450980392,5.14548579562664,11.5223880597015,4.51716661312867,13.2708333333333,4.8891524885953,10.75,3.19597961731387,14.3888888888889,5.35324506298773,11.6271186440678,4.67900042775402,14.2191780821918,8.2247029249668,15.3913043478261,6.57766679629576,14.4193548387097,9.5943531779493,15.8888888888889,7.11414865680435,14.0714285714286,7.16833435475793,15.2702702702703,6.53897990960809,14.3076923076923,5.26463162565494,15.4285714285714,5.39763409110997,13,4.87074305738195,14.8260869565217,5.53495698197109,13.0526315789474,4.42811327028825,16.45,6.00416522091123,13.5769230769231,4.90039244896224,9.25,2.75378527364305,9.25,2.75378527364305,14,5.36494256219507,12.08,4.58184824424962,11.9,2.33095116493961,9.25,2.75378527364305,15.5,6.43009749896173,12.6190476190476,4.70612569398853,18.5454545454545,4.15604707296817,17.6,3.78153408023781,18.4,4.09878030638384,NA,NA,18.6666666666667,4.5898438608156,17.6,3.78153408023781,FALSE,0.427083333333333,0.0991201826373449,0.714285714285714,0.7,0.0142857142857143
"18",18,"3","3","f",26,NA,"06-Feb-2018",2018,2,6,19,30,42.581,0,"PCWIN64","Windows_NT",0,0,0.2,1,1,20,0.5,0.1,0.05,212445.8,313,0.706070287539936,3.88888888888889,39,57,0.40625,29,37,0.439393939393939,10,12,0.454545454545455,14,15,0.482758620689655,5,10,0.333333333333333,172,116,76,96,60,112,26,34,50,62,22,36,24,30,16,16,8.11458333333333,18.9515445529056,9.34814814814815,18.8340428989154,7.02614379084967,19.0497781836852,8.36979166666667,20.239242477969,7.60416666666667,16.1580868895369,4.68023255813953,10.378625355657,13.2068965517241,26.3130046344684,10.8958333333333,21.2981240422554,5.84375,18.8960191435573,9.01754385964912,19.3090386200628,9.01754385964912,19.3090386200628,5.65789473684211,9.4918247372202,3.90625,11.0177637668019,4.88461538461539,5.68033043459215,3.88235294117647,8.55911601879382,6.06,10.9979775506264,3.91935483870968,12.2237318053479,14.1016949152542,25.7331765701026,12.280701754386,27.0975449507126,6.84615384615385,15.2853205933348,16.6086956521739,27.1690651802155,16.1521739130435,27.7792627622391,9.35294117647059,27.05648676262,6.19230769230769,15.205140699655,8.14285714285714,17.4594367828149,4.6046511627907,13.0896897538332,5.53061224489796,14.6516524108152,7.31034482758621,16.3009715930323,8,19.70786644972,3.67857142857143,9.25384233081577,6.33333333333333,18.5459532230722,6.33333333333333,18.5459532230722,5.5,7.63288081691424,4.9,8.60773509398819,9.875,4.38951673226759,3,9.92831448793946,3.3125,8.06406638530876,5.59090909090909,8.22110577030731,13.9090909090909,29.1391645228704,3.92307692307692,20.4917118955508,6.33333333333333,21.9878754468609,10.1428571428571,25.6087782568697,23,36.4554522671164,-3.33333333333333,10.1718565988057,FALSE,0.15625,0.120663412395428,0.5,0.428571428571429,0.0714285714285715
"19",19,"4","4","m",27,NA,"08-Feb-2018",2018,2,8,12,22,57.169,0,"PCWIN64","Windows_NT",0,0,0.2,1,1,20,0.5,0.1,0.05,206656,313,0.690095846645367,3.75925925925926,41,55,0.427083333333333,27,44,0.380281690140845,3,15,0.166666666666667,13,10,0.565217391304348,11,19,0.366666666666667,164,124,75,89,52,112,21,31,54,58,16,35,22,27,21,17,2.75694444444444,11.2344334597106,3.77372262773723,11.9680903562532,1.83443708609272,10.4794595684931,2.375,11.1240035732367,3.52083333333333,11.4726027576609,0.548780487804878,10.0771897424278,5.67741935483871,12.0341981450134,2.70833333333333,11.5365931910656,2.04166666666667,10.7457866079948,1.47272727272727,10.0845583194464,1.47272727272727,10.0845583194464,0.933333333333333,9.83558532771379,0.224719101123595,10.320712635046,1.80952380952381,8.02258716137785,1.16129032258065,10.1426386251098,0.592592592592593,10.5051982074617,-0.275862068965517,10.4676495852837,7.20967741935484,13.4190189189335,4.14516129032258,10.3525506070688,10.95,15.0943523771048,1.875,10.212151755544,5.42857142857143,12.3389979771511,5.57894736842105,10.3156443221419,2.71014492753623,13.8352718985967,5.51428571428571,16.4233897564552,-0.176470588235294,9.98019429043675,1.56521739130435,13.2357297140279,5,15.0030299970009,2.45454545454545,17.1900504797931,0.75,8.45576726264388,-2.4,13.2178330716919,-2.4,13.2178330716919,0.0909090909090909,14.2792193027527,-1.33333333333333,10.1716045175547,5.77777777777778,8.12061847671989,-1.66666666666667,13.8021737418423,-3.84615384615385,16.4865912883074,-1.16666666666667,8.27647267862342,14.6923076923077,16.1935409725844,4.28571428571429,8.38081709847526,21.75,19.8053023203384,-9,NA,11.5555555555556,14.5009578227708,6.5,6.56505902486794,FALSE,0.09375,0.120663412395428,0.6,0.571428571428571,0.0285714285714286
"20",20,"5","5","m",18,NA,"12-Feb-2018",2018,2,12,11,29,37.539,0,"PCWIN64","Windows_NT",0,0,0.2,1,1,20,0.5,0.1,0.05,212611.5,313,0.674121405750799,3.87037037037037,28,68,0.291666666666667,19,43,0.306451612903226,5,17,0.227272727272727,10,11,0.476190476190476,4,15,0.210526315789474,164,124,71,93,59,105,17,42,54,51,14,33,24,28,23,18,3.61805555555556,2.53888649569409,2.62903225806452,1.95671760131826,4.36585365853659,2.67463520875748,3.65625,2.65987491340736,3.54166666666667,2.2891812678757,3.3109756097561,1.98327399253427,4.0241935483871,3.08804068614836,2.71875,2.01417672877452,4.59375,2.89674272607227,4.04411764705882,2.3078957497952,4.04411764705882,2.3078957497952,2.69014084507042,2.03954861459781,3.78494623655914,1.81089374022399,2.23529411764706,1.39326109203847,3.69047619047619,1.55372244183076,2.83333333333333,2.19562171536472,3.86274509803922,2.01017022008722,2.54716981132075,1.85603006581924,5.12676056338028,3.36337236146269,2.45454545454545,2.25227158058864,4.61538461538461,3.12508461423908,2.57142857142857,1.76887530951935,5.42222222222222,3.49342817359115,4.02666666666667,1.90995495442378,2.93548387096774,1.36468516200545,4.79545454545455,1.87492071713986,4.35185185185185,1.87493302931877,3.19047619047619,1.77817455889594,3.19047619047619,1.28914885172534,5.09090909090909,1.82626046136012,3.90909090909091,1.81408629643385,3.90909090909091,1.81408629643385,2.91666666666667,1.50120724365618,4.5,1.7950549357115,2.22222222222222,1.39443337755679,4,2,3.33333333333333,1.44749372891149,4.73684210526316,1.69450436093855,3,0.816496580927726,5.3125,1.95682566077478,4,NA,3.5,0.707106781186548,2.83333333333333,0.752772652709081,5.57142857142857,1.94992251184446,FALSE,0.25,0.176776695296637,0.583333333333333,0.666666666666667,-0.0833333333333333
"21",21,"6","6","f",19,NA,"12-Feb-2018",2018,2,12,13,28,18.536,0,"PCWIN64","Windows_NT",0,0,0.2,1,1,20,0.5,0.1,0.05,209766.3,313,0.667731629392971,3.92592592592593,76,20,0.791666666666667,56,14,0.8,25,4,0.862068965517241,17,6,0.739130434782609,14,4,0.777777777777778,164,124,97,67,65,99,51,14,46,53,31,19,25,26,23,13,8.65972222222222,4.67205077660293,9.40116279069767,4.90453887373599,7.56034482758621,4.0823880332439,8.359375,4.62533605684424,9.26041666666667,4.73118387691632,9.58536585365854,4.59247509222335,7.43548387096774,4.50878444398702,9.21875,5.04548391085898,7.5,4.00788696132224,7.85,4.52216762183801,7.85,4.52216762183801,10.4639175257732,4.74574778018461,8.3134328358209,4.06838868865006,10.5098039215686,4.65348277753172,8.78571428571429,4.97962883121858,10.4130434782609,4.89705619942123,8.18867924528302,3.83835202905935,8.02666666666667,4.79293774758782,6.53061224489796,3.91099966342966,7.84,4.49703606093317,5.66666666666667,2.25092573548455,8.12,4.97602414850758,6.65116279069767,4.09345424590827,8.27142857142857,4.23211129881394,8.75675675675676,4.48705177523434,7.72727272727273,3.92326974022249,7.80851063829787,3.83710884069232,9.21739130434783,4.89857606155401,8.05,3.96663718107868,7.62962962962963,3.80433101516344,8.16666666666667,4.79235502302017,8.16666666666667,4.79235502302017,9.56,4.83114893167247,8.5,3.87040049607273,9.86666666666667,5.02659593230515,9,4.84767985741633,9.1,4.74809903481851,8.38095238095238,3.73465112796618,7.08333333333333,3.23217723786455,4.85714285714286,2.73426232761059,7.5,6.36396103067893,4,NA,7,2.86744175568088,5,2.96647939483827,FALSE,0.291666666666667,0.20871177748418,0.538461538461538,0.727272727272727,-0.188811188811189
"22",22,"7","7","f",20,NA,"12-Feb-2018",2018,2,12,15,37,48.197,0,"PCWIN64","Windows_NT",0,0,0.2,1,1,20,0.5,0.1,0.05,213884.8,313,0.712460063897764,3.77777777777778,52,44,0.541666666666667,37,34,0.52112676056338,7,7,0.5,17,16,0.515151515151515,13,11,0.541666666666667,164,124,84,80,56,108,31,25,53,55,15,17,29,28,26,20,4.49305555555556,6.26031862107041,4.87837837837838,6.22907971430358,4.08571428571429,6.28974924216307,4.43229166666667,5.78186358825843,4.61458333333333,7.15301893081246,5.38414634146341,2.49022479149878,3.31451612903226,8.9872239358385,4.42708333333333,5.72849716981351,4.4375,5.86481479942708,3.31818181818182,7.142316500228,3.31818181818182,7.142316500228,5.11904761904762,2.32018259514495,5.6625,2.64308867076362,4.93548387096774,2.20507723025699,5.12,2.43789526709687,5.22641509433962,2.39905036848687,5.90909090909091,2.71670229883058,4.5625,9.12501358990073,1.98333333333333,8.71680952881167,6.85714285714286,10.8133515354201,0.947368421052632,10.1733512680626,3.44186046511628,8.08084839246296,2.46341463414634,8.04704157120991,4.82954545454545,5.51533200699064,5.06666666666667,5.07847507534585,4.58139534883721,5.98900801921851,4.21818181818182,5.18791654852679,5.84848484848485,5.96406537167189,4.39285714285714,4.6772838407546,4.03703703703704,5.75447305267477,5.5,6.44980619863884,5.5,6.44980619863884,5.51724137931035,2.51595891482427,5.64285714285714,2.61355846131052,5.54545454545455,1.91643608626202,5.16666666666667,1.85047086554812,5.5,2.8748401490088,6,3.07679486912382,4.25,7.92043769834302,2.6,9.37930853375816,7.33333333333333,9.60555394897487,6.5,13.9164171634321,2.4,6.56928881657334,1.18181818181818,7.53416460953943,FALSE,0.145833333333333,0.128732162636109,0.555555555555556,0.333333333333333,0.222222222222222
"23",23,"8","8","m",18,NA,"12-Feb-2018",2018,2,12,16,49,12.216,0,"PCWIN64","Windows_NT",0,0,0.2,1,1,20,0.5,0.1,0.05,211559.9,313,0.725239616613419,3.75925925925926,48,48,0.5,34,29,0.53968253968254,9,10,0.473684210526316,16,7,0.695652173913043,9,12,0.428571428571429,167,121,75,92,56,111,27,29,48,63,14,28,31,30,19,19,3.28819444444444,5.08912890046459,3.92361111111111,5.54079575854567,2.65277777777778,4.52393702608759,3.203125,4.91875251551656,3.45833333333333,5.4365559273199,0.748502994011976,2.38650463481195,6.79338842975207,5.71827094404696,4.05208333333333,5.46831984523808,2.35416666666667,4.15737560605541,3.25,5.17563851544456,3.25,5.17563851544456,0.56,2.12602916254693,0.902173913043478,2.58082439596895,0.407407407407407,1.90665351737741,1.03448275862069,2.90913289266615,0.645833333333333,2.25491975923033,0.841269841269841,2.43765056908881,7.57971014492754,5.79656540573673,5.75,5.49464980418118,7.85714285714286,6.30306048111324,6.63157894736842,6.0663967551293,7.45833333333333,5.62652658559788,5.24242424242424,5.16617788499331,2,4.79074310647055,2.70212765957447,5.62569761323186,1.08333333333333,3.26343377441614,2.15,4.92941705908243,1.60869565217391,4.4897775854488,3.12903225806452,5.93712576636131,1.10344827586207,3.35244929210833,1,3.1091263510296,1,3.1091263510296,-0.161290322580645,1.12832543158873,-0.133333333333333,0.434172485455305,-0.5,1.58113883008419,-0.2,0.447213595499958,0,0.836660026534076,-0.12,0.439696865275764,8.25,6.68829823896433,7.16666666666667,4.49073119510249,5.83333333333333,6.46271356836017,4,5.65685424949238,9.7,6.71730766172149,8.75,3.5939764421413,FALSE,0.104166666666667,0.10435588874209,0.5,0.333333333333333,0.166666666666667
